File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2011,21121,-0.0797,0.4574,"(-0.0797,0.4574)",0.1572039,0.0623434,0.0038867,0.1857,0.2991,0.1385,-0.0033,0.1101,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2011,21130,-0.0734,0.5461,"(-0.0734,0.5461)",0.1750421,0.0856124,0.0073295,0.2139,0.3705,0.1495,-0.0391,0.1095,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2012,21132,-0.039,0.4113,"(-0.039,0.4113)",0.1557746,0.043624,0.0019031,0.1673,0.2222,0.1474,0.0763,0.1307,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2012,21134,-0.026,0.5117,"(-0.026,0.5117)",0.1566809,0.0566125,0.003205,0.1679,0.2313,0.1411,0.0629,0.1256,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2013,21101,-0.0817,0.4609,"(-0.0817,0.4609)",0.1613885,0.0566559,0.0032099,0.1874,0.2867,0.1458,0.0223,0.1212,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2013,21115,-0.077,0.5931,"(-0.077,0.5931)",0.1739037,0.0847473,0.0071821,0.2048,0.3377,0.146,-0.0167,0.1161,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2014,21134,0.0236,0.5443,"(0.0236,0.5443)",0.1757293,0.0658545,0.0043368,0.2145,0.3473,0.1585,0.0236,0.1258,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2014,21134,0.0078,0.565,"(0.0078,0.565)",0.1851132,0.0817752,0.0066872,0.2261,0.3787,0.16215,0.0078,0.1243,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2015,21134,-0.0352,0.4859,"(-0.0352,0.4859)",0.1616802,0.0538589,0.0029008,0.1809,0.2623,0.1458,0.0455,0.1266,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2015,21134,-0.006,0.5301,"(-0.006,0.5301)",0.1622495,0.0673087,0.0045305,0.1844,0.2844,0.1389,0.0283,0.1177,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2016,21134,0.0189,0.5922,"(0.0189,0.5922)",0.163066,0.0602307,0.0036277,0.1784,0.2545,0.1451,0.0517,0.1276,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2016,21134,0.0169,0.572,"(0.0169,0.572)",0.1640677,0.0685411,0.0046979,0.182075,0.2708,0.141,0.0347,0.1229,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2017,21134,0.0156,0.5631,"(0.0156,0.5631)",0.175605,0.0674526,0.0045499,0.2095,0.3368,0.1549,0.0156,0.124625,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2017,21134,0.028,0.5446,"(0.028,0.5446)",0.1689767,0.0736501,0.0054243,0.2014,0.3301,0.1444,0.028,0.1156,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2018,21134,-0.0117,0.4931,"(-0.0117,0.4931)",0.1618688,0.051162,0.0026176,0.1795,0.2564,0.1514,0.0518,0.1282,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2018,21134,-0.0012,0.497,"(-0.0012,0.497)",0.1606449,0.0580243,0.0033668,0.1774,0.2584,0.1445,0.0439,0.1234,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2019,21134,-0.012,0.4119,"(-0.012,0.4119)",0.1493369,0.0456431,0.0020833,0.167,0.2394,0.1402,0.0497,0.1187,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2019,21134,0.0191,0.5433,"(0.0191,0.5433)",0.1632766,0.0667242,0.0044521,0.1841,0.2805,0.14375,0.0257,0.1198,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2020,21110,-0.1292,0.4847,"(-0.1292,0.4847)",0.1858025,0.0750429,0.0056314,0.2309,0.3885,0.1711,-0.0313,0.1256,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2020,21116,-0.0866,0.6098,"(-0.0866,0.6098)",0.1854231,0.0788432,0.0062162,0.231,0.3933,0.1674,-0.036,0.1228,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0003,_1_km_monthly_EVI,aid0003,01/01/2021,21134,-0.0145,0.4814,"(-0.0145,0.4814)",0.159497,0.0578286,0.0033441,0.1823,0.2753,0.1436,0.0296,0.1203,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0003,_1_km_monthly_EVI,aid0003,01/02/2021,21134,0.0249,0.5005,"(0.0249,0.5005)",0.1612473,0.062416,0.0038958,0.1869,0.2905,0.1429,0.0249,0.1178,Nagaur
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2000,14965,-0.0511,0.408,"(-0.0511,0.408)",0.1466247,0.035077,0.0012304,0.1568,0.2048,0.1382,0.0778,0.1248,Pali
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2001,14969,-0.0006,0.5793,"(-0.0006,0.5793)",0.1552188,0.0365624,0.0013368,0.1663,0.2166,0.1467,0.0849,0.1326,Pali
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2001,14971,-0.0474,0.582,"(-0.0474,0.582)",0.1523831,0.0381989,0.0014592,0.161,0.2075,0.1424,0.0835,0.13,Pali
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2002,14967,-0.0226,0.5409,"(-0.0226,0.5409)",0.1798634,0.0493479,0.0024352,0.19345,0.2599,0.1671,0.0843,0.1491,Pali
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2002,14971,-0.0752,0.6381,"(-0.0752,0.6381)",0.1757819,0.0525385,0.0027603,0.1874,0.2528,0.1602,0.0857,0.1438,Pali
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2003,14971,0.0702,0.4688,"(0.0702,0.4688)",0.1331011,0.0277536,0.0007703,0.143,0.1832,0.128,0.0766,0.11615,Pali
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2003,14971,0.0672,0.4308,"(0.0672,0.4308)",0.1314304,0.030069,0.0009041,0.1401,0.1789,0.1263,0.0756,0.1142,Pali
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2004,14971,-0.0244,0.4905,"(-0.0244,0.4905)",0.1767232,0.0376046,0.0014141,0.1934,0.2576,0.1691,0.0888,0.1506,Pali
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2004,14970,-0.0339,0.4702,"(-0.0339,0.4702)",0.1720319,0.0365737,0.0013376,0.1853,0.2411,0.1639,0.0989,0.1481,Pali
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2005,14971,-0.0033,0.5071,"(-0.0033,0.5071)",0.1590363,0.0342114,0.0011704,0.1727,0.227,0.1526,0.0915,0.1365,Pali
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2005,14971,0.0215,0.4749,"(0.0215,0.4749)",0.1500922,0.0308614,0.0009524,0.162,0.2094,0.1446,0.0841,0.1304,Pali
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2006,14971,-0.025,0.5268,"(-0.025,0.5268)",0.1701226,0.0401185,0.0016095,0.184,0.2428,0.1607,0.0918,0.1448,Pali
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2006,14971,-0.0276,0.4823,"(-0.0276,0.4823)",0.158343,0.0332945,0.0011085,0.1689,0.2151,0.1507,0.0954,0.1381,Pali
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2007,14969,-0.0857,0.5538,"(-0.0857,0.5538)",0.196099,0.0646495,0.0041796,0.2191,0.3189,0.1803,0.0539,0.1525,Pali
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2007,14971,-0.0406,0.6612,"(-0.0406,0.6612)",0.1828252,0.0575522,0.0033123,0.2014,0.2869,0.1684,0.0587,0.1443,Pali
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2008,14969,-0.0735,0.6282,"(-0.0735,0.6282)",0.1924739,0.0723465,0.005234,0.2108,0.3071,0.1714,0.0539,0.1466,Pali
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2008,14971,-0.0307,0.6929,"(-0.0307,0.6929)",0.1870834,0.0680291,0.004628,0.203,0.2924,0.1666,0.0542,0.1433,Pali
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2009,14971,0.0556,0.5137,"(0.0556,0.5137)",0.1607769,0.0379599,0.001441,0.174,0.2307,0.1523,0.0809,0.1362,Pali
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2009,14971,0.0493,0.5012,"(0.0493,0.5012)",0.1455475,0.0274168,0.0007517,0.1553,0.195,0.1405,0.0893,0.1288,Pali
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2010,14971,-0.0292,0.4254,"(-0.0292,0.4254)",0.1429337,0.032658,0.0010665,0.1586,0.217,0.1359,0.0691,0.1196,Pali
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2010,14971,-0.0181,0.3942,"(-0.0181,0.3942)",0.1374349,0.0279066,0.0007788,0.15045,0.1986,0.1318,0.0709,0.1183,Pali
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2011,14971,-0.019,0.5683,"(-0.019,0.5683)",0.200399,0.0546164,0.002983,0.2231,0.3116,0.1884,0.0756,0.1641,Pali
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2011,14971,-0.0132,0.5736,"(-0.0132,0.5736)",0.2078074,0.0635076,0.0040332,0.2312,0.3284,0.1935,0.0733,0.1664,Pali
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2012,14971,-0.0353,0.5197,"(-0.0353,0.5197)",0.2023151,0.052074,0.0027117,0.2237,0.3079,0.1909,0.0847,0.1674,Pali
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2012,14971,-0.0203,0.5123,"(-0.0203,0.5123)",0.1887878,0.0519168,0.0026954,0.2064,0.2842,0.1755,0.0773,0.1544,Pali
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2013,14971,-0.0482,0.6415,"(-0.0482,0.6415)",0.2156783,0.059967,0.003596,0.24255,0.3458,0.2047,0.0719,0.1737,Pali
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2013,14971,-0.0195,0.7183,"(-0.0195,0.7183)",0.2110448,0.0649253,0.0042153,0.2372,0.3432,0.1969,0.0804,0.1665,Pali
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2014,14969,-0.0161,0.5483,"(-0.0161,0.5483)",0.2090563,0.0522847,0.0027337,0.2339,0.3269,0.198,0.0814,0.1718,Pali
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2014,14971,0.0378,0.5503,"(0.0378,0.5503)",0.1924447,0.0483889,0.0023415,0.2121,0.2913,0.1812,0.0851,0.1593,Pali
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2015,14971,-0.0223,0.6262,"(-0.0223,0.6262)",0.204209,0.0493547,0.0024359,0.2307,0.3256,0.1962,0.0756,0.1674,Pali
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2015,14971,-0.0126,0.6164,"(-0.0126,0.6164)",0.1869744,0.0456575,0.0020846,0.2066,0.2835,0.1774,0.0846,0.1553,Pali
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2016,14971,-0.0681,0.5956,"(-0.0681,0.5956)",0.2064626,0.0685366,0.0046973,0.2321,0.3411,0.1906,0.0606,0.1594,Pali
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2016,14971,-0.0082,0.6164,"(-0.0082,0.6164)",0.1975715,0.0652719,0.0042604,0.2178,0.3135,0.1815,0.0692,0.154,Pali
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2017,14961,-0.0417,0.5825,"(-0.0417,0.5825)",0.2425649,0.0705937,0.0049835,0.275,0.3958,0.2272,0.0738,0.1943,Pali
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2017,14969,-0.0511,0.6033,"(-0.0511,0.6033)",0.2227088,0.0679788,0.0046211,0.2489,0.3568,0.2069,0.0703,0.1769,Pali
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2018,14970,-0.0878,0.6399,"(-0.0878,0.6399)",0.242086,0.0758397,0.0057517,0.2727,0.3973,0.226,0.0702,0.1895,Pali
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2018,14971,-0.0428,0.6028,"(-0.0428,0.6028)",0.2182839,0.0691338,0.0047795,0.2404,0.3418,0.2,0.0772,0.1728,Pali
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2019,14971,-0.0194,0.4647,"(-0.0194,0.4647)",0.1816289,0.0441123,0.0019459,0.2031,0.2833,0.1754,0.0721,0.1496,Pali
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2019,14971,0.02,0.5463,"(0.02,0.5463)",0.1874068,0.0470345,0.0022122,0.2065,0.2831,0.179,0.0813,0.1554,Pali
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2020,14966,-0.0494,0.611,"(-0.0494,0.611)",0.2519669,0.0733988,0.0053874,0.2856,0.4119,0.2369,0.0755,0.2014,Pali
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2020,14970,-0.0604,0.682,"(-0.0604,0.682)",0.2421698,0.0789797,0.0062378,0.273,0.3983,0.2212,0.0695,0.1893,Pali
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0004,_1_km_monthly_EVI,aid0004,01/01/2021,14971,-0.011,0.6102,"(-0.011,0.6102)",0.2262524,0.0701379,0.0049193,0.2548,0.3703,0.2095,0.0656,0.1778,Pali
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0004,_1_km_monthly_EVI,aid0004,01/02/2021,14971,-0.0096,0.5922,"(-0.0096,0.5922)",0.2149912,0.0654802,0.0042877,0.2384,0.3396,0.1977,0.0736,0.1709,Pali
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2000,5703,0.0723,0.4278,"(0.0723,0.4278)",0.1396358,0.0252488,0.0006375,0.1495,0.188,0.1349,0.0873,0.1238,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2001,5703,0.042,0.4222,"(0.042,0.4222)",0.1387539,0.0247271,0.0006114,0.1518,0.1962,0.135,0.0785,0.1222,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2001,5703,0.066,0.4222,"(0.066,0.4222)",0.1335675,0.0236543,0.0005595,0.145,0.1846,0.1303,0.0812,0.1183,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2002,5703,0.0451,0.4879,"(0.0451,0.4879)",0.1708653,0.0332865,0.001108,0.183,0.2308,0.1651,0.1033,0.1509,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2002,5703,0.0127,0.4879,"(0.0127,0.4879)",0.1666341,0.0370882,0.0013755,0.17645,0.2232,0.1597,0.0982,0.1451,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2003,5703,0.062,0.3098,"(0.062,0.3098)",0.1359566,0.0182237,0.0003321,0.147,0.1809,0.1355,0.0898,0.1241,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2003,5703,0.0487,0.3872,"(0.0487,0.3872)",0.1277634,0.0203771,0.0004152,0.1386,0.1729,0.1261,0.0803,0.115,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2004,5703,0.0661,0.3924,"(0.0661,0.3924)",0.1622818,0.027445,0.0007532,0.1748,0.2198,0.158,0.0998,0.1448,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2004,5703,0.0809,0.4235,"(0.0809,0.4235)",0.1561227,0.0269162,0.0007245,0.1673,0.2079,0.1517,0.0999,0.14,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2005,5703,0.0758,0.4643,"(0.0758,0.4643)",0.1624802,0.0304464,0.000927,0.17695,0.2291,0.156,0.0903,0.142,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2005,5703,0.0838,0.4449,"(0.0838,0.4449)",0.1508383,0.0275512,0.0007591,0.1626,0.2065,0.1453,0.0957,0.13325,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2006,5703,0.0341,0.5542,"(0.0341,0.5542)",0.1925383,0.0386472,0.0014936,0.2049,0.2568,0.1858,0.1183,0.1702,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2006,5703,-0.0094,0.5838,"(-0.0094,0.5838)",0.1832925,0.0426395,0.0018181,0.1939,0.2456,0.1739,0.1082,0.1594,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2007,5703,-0.0341,0.5861,"(-0.0341,0.5861)",0.2134053,0.0487991,0.0023813,0.22985,0.2982,0.2035,0.1162,0.1841,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2007,5703,-0.0194,0.6274,"(-0.0194,0.6274)",0.2141687,0.0602544,0.0036306,0.2301,0.3084,0.1982,0.1055,0.17785,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2008,5701,0.0087,0.5314,"(0.0087,0.5314)",0.2031505,0.0468493,0.0021949,0.2216,0.2941,0.1941,0.1023,0.1731,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2008,5703,-0.0201,0.5875,"(-0.0201,0.5875)",0.2046083,0.05847,0.0034187,0.2218,0.3016,0.1902,0.093,0.1684,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2009,5703,0.0094,0.4562,"(0.0094,0.4562)",0.1655879,0.036288,0.0013168,0.1818,0.2418,0.1586,0.0832,0.1417,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2009,5703,-0.0031,0.4522,"(-0.0031,0.4522)",0.1527701,0.0332369,0.0011047,0.1661,0.2177,0.1465,0.0803,0.13165,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2010,5703,0.0485,0.5041,"(0.0485,0.5041)",0.1603561,0.0315013,0.0009923,0.1749,0.2266,0.1548,0.0894,0.1403,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2010,5703,0.0509,0.5041,"(0.0509,0.5041)",0.1473322,0.0277633,0.0007708,0.1596,0.2033,0.1428,0.0875,0.1303,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2011,5703,-0.0048,0.4949,"(-0.0048,0.4949)",0.2137805,0.0442849,0.0019612,0.23685,0.3161,0.2065,0.105,0.18395,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2011,5703,0.0116,0.6334,"(0.0116,0.6334)",0.2288197,0.0615773,0.0037918,0.2524,0.3471,0.2151,0.0945,0.1892,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2012,5703,-0.0111,0.4449,"(-0.0111,0.4449)",0.220279,0.0364859,0.0013312,0.23925,0.3027,0.2163,0.1337,0.1969,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2012,5703,-0.0049,0.5294,"(-0.0049,0.5294)",0.2159,0.0483093,0.0023338,0.2341,0.3069,0.2059,0.1129,0.18555,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2013,5703,-0.015,0.4186,"(-0.015,0.4186)",0.2174662,0.03386,0.0011465,0.2364,0.2964,0.2141,0.1366,0.1964,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2013,5703,-0.0174,0.58,"(-0.0174,0.58)",0.2322298,0.0531386,0.0028237,0.25355,0.3356,0.2213,0.1171,0.1987,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2014,5703,-0.0014,0.4668,"(-0.0014,0.4668)",0.2174374,0.0443784,0.0019694,0.23775,0.3133,0.2102,0.112,0.1873,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2014,5703,-0.0088,0.5609,"(-0.0088,0.5609)",0.2089426,0.0588101,0.0034586,0.2304,0.3209,0.1933,0.0931,0.1697,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2015,5703,0.0195,0.5015,"(0.0195,0.5015)",0.2094023,0.0416385,0.0017338,0.2279,0.2969,0.2017,0.1128,0.1818,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2015,5703,0.021,0.5894,"(0.021,0.5894)",0.2057107,0.0538374,0.0028985,0.2224,0.2985,0.1936,0.1018,0.17165,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2016,5703,-0.0144,0.46,"(-0.0144,0.46)",0.1992212,0.0339622,0.0011534,0.2153,0.2724,0.1945,0.1219,0.1772,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2016,5703,0.0286,0.4927,"(0.0286,0.4927)",0.1936101,0.0422131,0.0017819,0.20895,0.2717,0.1853,0.1044,0.167,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2017,5703,-0.0237,0.57,"(-0.0237,0.57)",0.2317428,0.0530989,0.0028195,0.2542,0.3395,0.2211,0.1139,0.1972,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2017,5703,-0.0301,0.5875,"(-0.0301,0.5875)",0.2211823,0.0649989,0.0042249,0.2415,0.3333,0.2023,0.0944,0.1803,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2018,5702,-0.0126,0.5138,"(-0.0126,0.5138)",0.2270884,0.0487336,0.002375,0.249,0.3297,0.2184,0.115,0.1952,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2018,5703,-0.0146,0.5487,"(-0.0146,0.5487)",0.213289,0.0575198,0.0033085,0.23035,0.3102,0.1973,0.0986,0.1771,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2019,5703,-0.022,0.4107,"(-0.022,0.4107)",0.1939611,0.0327657,0.0010736,0.2094,0.2653,0.1877,0.1176,0.1721,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0005,_1_km_monthly_EVI,aid0005,01/02/2019,5703,0.0215,0.506,"(0.0215,0.506)",0.1963826,0.0466215,0.0021736,0.2114,0.279,0.1843,0.0991,0.1663,Rajsamand
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0005,_1_km_monthly_EVI,aid0005,01/01/2020,5703,-0.0119,0.5054,"(-0.0119,0.5054)",0.2308529,0.0498357,0.0024836,0.25415,0.3388,0.2213,0.1155,0.1977,Rajsamand
