,District,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
817,DUNGARPUR,4643,0.0876,0.6607,0.3264458,0.0773686,0.0059859,0.3656,0.507,0.31,0.1359,0.2712,2010,Rabi       ,36010,64072,1.779283532,4643,0.0567,0.7443,0.3731009,0.0854951,0.0073094,0.4248,0.5964,0.3615,0.141,0.3104,4643,0.0149,0.4294,0.1956093,0.0482227,0.0023254,0.2201,0.3055,0.1855,0.0808,0.163,4643,0.0092,0.5196,0.2236631,0.0562489,0.0031639,0.255,0.3596,0.2142,0.0827,0.185
819,DUNGARPUR,4643,0.1054,0.7368,0.3637882,0.0831992,0.0069221,0.41075,0.5746,0.3468,0.1756,0.3014,2011,Rabi       ,37334,58101,1.556248996,4643,-0.1708,0.7216,0.3924992,0.0777045,0.006038,0.4407,0.5944,0.3828,0.1854,0.3368,4643,0.0226,0.489,0.2162154,0.0554138,0.0030707,0.245,0.3462,0.2036,0.0793,0.1773,4643,-0.0195,0.4539,0.2219125,0.0504677,0.002547,0.2474,0.3362,0.2154,0.1004,0.1881
821,DUNGARPUR,4643,-0.0639,0.7446,0.3691851,0.078082,0.0060968,0.41325,0.5614,0.3583,0.1692,0.31435,2012,Rabi       ,45085,90785,2.013640901,4643,-0.184,0.677,0.3868354,0.0726082,0.005272,0.43065,0.5697,0.3822,0.2016,0.3379,4643,-0.0122,0.5451,0.2282866,0.0515605,0.0026585,0.25575,0.3466,0.2203,0.1041,0.1948,4643,-0.0301,0.4442,0.2281822,0.0452344,0.0020461,0.253,0.3306,0.2247,0.1238,0.20115
823,DUNGARPUR,4643,-0.1148,0.683,0.3771006,0.0815747,0.0066544,0.4267,0.5873,0.3651,0.1637,0.3194,2013,Rabi       ,45749,78533,1.716605827,4643,-0.1596,0.6667,0.3725292,0.0708006,0.0050127,0.4142,0.5452,0.369,0.1955,0.32625,4643,-0.0261,0.4779,0.2366291,0.0540063,0.0029167,0.26795,0.3673,0.2279,0.104,0.2011,4643,-0.0248,0.4132,0.2242405,0.043984,0.0019346,0.24745,0.3199,0.2221,0.1272,0.19885
825,DUNGARPUR,4643,-0.1798,0.7348,0.442002,0.0910456,0.0082893,0.503,0.6925,0.4352,0.1946,0.37545,2014,Rabi       ,47474,90477,1.905822134,4643,-0.167,0.7268,0.4376679,0.0769396,0.0059197,0.4882,0.6391,0.4378,0.2378,0.3851,4643,-0.0252,0.5215,0.2656026,0.0709343,0.0050317,0.3125,0.4614,0.257,0.0641,0.2129,4643,-0.0188,0.4608,0.2438677,0.0498238,0.0024824,0.2719,0.3579,0.2405,0.1294,0.2145
827,DUNGARPUR,4643,-0.009,0.7045,0.3680649,0.0847665,0.0071854,0.4162,0.5821,0.3533,0.1465,0.3053,2015,Rabi       ,46208,86772,1.877856648,4643,-0.1054,0.7247,0.3943807,0.081399,0.0066258,0.4439,0.6034,0.3848,0.1773,0.3358,4643,-0.0016,0.4471,0.2172765,0.0545096,0.0029713,0.246,0.3447,0.2047,0.0831,0.1802,4643,-0.0137,0.4618,0.2275066,0.0524408,0.00275,0.254,0.3442,0.2196,0.1054,0.1938
829,DUNGARPUR,4643,0.1355,0.7378,0.3575307,0.0829601,0.0068824,0.3974,0.544,0.3384,0.1546,0.2993,2016,Rabi       ,43949,79296,1.804273135,4643,0.1039,0.7135,0.3618442,0.0702907,0.0049408,0.39885,0.5286,0.35,0.1954,0.3123,4643,0.0342,0.5249,0.2171106,0.0533811,0.0028495,0.24105,0.3295,0.2034,0.0934,0.1818,4643,0.0194,0.5249,0.2175913,0.0437166,0.0019111,0.237,0.3074,0.2106,0.1205,0.19005
831,DUNGARPUR,4643,-0.1385,0.7424,0.3820911,0.0871374,0.0075929,0.4293,0.5925,0.3655,0.1573,0.3204,2017,Rabi       ,46988,97791,2.081190942,4643,-0.1206,0.7187,0.4096409,0.079995,0.0063992,0.45835,0.6169,0.4042,0.1935,0.3523,4643,-0.0195,0.4829,0.2285927,0.0554623,0.0030761,0.25865,0.3584,0.2167,0.0933,0.1919,4643,-0.0108,0.4567,0.2384945,0.0508361,0.0025843,0.2644,0.3505,0.2328,0.1208,0.20685
833,DUNGARPUR,4643,0.1157,0.7244,0.3885339,0.0856752,0.0073402,0.4395,0.6099,0.3699,0.1799,0.3259,2018,Rabi       ,47729,110597,2.317186616,4643,-0.0452,0.7897,0.4398324,0.0862011,0.0074306,0.4918,0.6593,0.434,0.2138,0.3797,4643,0.0203,0.4897,0.2309625,0.0553887,0.0030679,0.2623,0.3655,0.2191,0.0894,0.1931,4643,-0.0022,0.5572,0.2527726,0.0573663,0.0032909,0.2832,0.3844,0.2448,0.1172,0.2157
835,DUNGARPUR,4643,0.0727,0.7834,0.3860245,0.0843599,0.0071166,0.43335,0.5977,0.3713,0.1639,0.32365,2019,Rabi       ,47295,101283,2.141516016,4643,-0.0488,0.7057,0.394676,0.0652274,0.0042546,0.43505,0.5632,0.3913,0.2232,0.3494,4643,0.0199,0.5757,0.2325187,0.0564011,0.0031811,0.2611,0.3614,0.2202,0.0958,0.19415,4643,-0.0072,0.4378,0.2220471,0.0391809,0.0015351,0.2424,0.3076,0.2207,0.1335,0.1987
837,GANGANAGAR,14047,-0.1476,0.7734,0.2934258,0.1541259,0.0237548,0.41915,0.7734,0.2747,-0.1476,0.1444,2001,Rabi       ,218401,537028,2.458908155,14046,-0.1151,0.6627,0.2533263,0.12715,0.0161671,0.355,0.6627,0.23025,-0.1151,0.133,14047,-0.0478,0.5552,0.1992835,0.1034425,0.0107004,0.28285,0.5552,0.1874,-0.0478,0.1,14046,-0.0663,0.452,0.1638639,0.0785663,0.0061727,0.225475,0.4265,0.1509,-0.0663,0.0889
839,GANGANAGAR,14046,-0.1121,0.7692,0.3487648,0.1656944,0.0274546,0.4889,0.7692,0.3593,-0.1121,0.187,2002,Rabi       ,213808,614195,2.872647422,14046,-0.127,0.6774,0.3020721,0.1369993,0.0187688,0.418375,0.6774,0.30635,-0.127,0.161225,14046,-0.0451,0.6136,0.2381146,0.1128741,0.0127406,0.3294,0.6136,0.24355,-0.0451,0.1293,14046,-0.0719,0.4711,0.194329,0.0858518,0.0073705,0.2634,0.4711,0.19435,-0.0719,0.1082
841,GANGANAGAR,13734,-0.0593,0.7786,0.3106558,0.1708905,0.0292036,0.4556,0.7786,0.2896,-0.0593,0.151,2003,Rabi       ,154930,414538,2.675647066,14047,-0.1667,0.6336,0.2497806,0.125067,0.0156418,0.3541,0.6336,0.2386,-0.1667,0.1294,13734,-0.0231,0.6344,0.2298012,0.1270358,0.0161381,0.3339,0.6344,0.2161,-0.0231,0.1112,14047,-0.0575,0.4184,0.1602011,0.0771188,0.0059473,0.2224,0.4184,0.1557,-0.0575,0.0862
843,GANGANAGAR,14047,-0.0677,0.8144,0.3832301,0.1858491,0.0345399,0.5394,0.8144,0.409,-0.0677,0.1947,2004,Rabi       ,173534,481910,2.777035048,14047,-0.0581,0.7118,0.326989,0.1570732,0.024672,0.4633,0.7118,0.3424,-0.0581,0.15845,14047,-0.0229,0.6756,0.2675323,0.1322741,0.0174964,0.37535,0.6756,0.2842,-0.0229,0.1347,14047,-0.0233,0.4875,0.2129671,0.1021416,0.0104329,0.298,0.4875,0.222,-0.0233,0.10485
845,GANGANAGAR,14047,-0.0359,0.7978,0.3793247,0.1756577,0.0308556,0.5236,0.7978,0.4152,-0.0359,0.2029,2005,Rabi       ,149237,474366,3.178608522,14047,-0.0253,0.6818,0.3158186,0.1515197,0.0229582,0.4434,0.6818,0.3351,-0.0253,0.1587,14047,-0.0262,0.6455,0.2628795,0.1256421,0.0157859,0.3647,0.6455,0.2833,-0.0262,0.13735,14047,-0.0195,0.4998,0.2125913,0.1055527,0.0111414,0.29855,0.4998,0.2233,-0.0195,0.1032
847,GANGANAGAR,14047,0.0561,0.763,0.376407,0.1830429,0.0335047,0.53865,0.763,0.3979,0.0561,0.19655,2006,Rabi       ,191727,601031,3.134827124,14047,0.002,0.6982,0.3073747,0.155097,0.0240551,0.44105,0.6982,0.3249,0.002,0.1435,14047,0.0385,0.6123,0.2749042,0.1361268,0.0185305,0.39195,0.6123,0.2885,0.0385,0.1422,14047,0.0009,0.5121,0.2077684,0.1052823,0.0110844,0.29425,0.5121,0.2141,0.0009,0.09855
849,GANGANAGAR,14047,0.0714,0.8245,0.4171184,0.1915511,0.0366918,0.5823,0.8245,0.4637,0.0714,0.228,2007,Rabi       ,192667,686227,3.561725672,14047,0.0714,0.6812,0.3402713,0.1591857,0.0253401,0.47785,0.6812,0.3676,0.0714,0.1769,14047,0.047,0.6657,0.2988641,0.1420636,0.0201821,0.41755,0.6657,0.3289,0.047,0.1595,14047,0.0469,0.5467,0.2315626,0.1096989,0.0120339,0.3235,0.5467,0.248,0.0469,0.12005
851,GANGANAGAR,14046,-0.1498,0.7363,0.3630583,0.1735261,0.0301113,0.5158,0.7363,0.38515,-0.1498,0.188825,2008,Rabi       ,202387,645520,3.189532925,14047,-0.1437,0.7081,0.3395459,0.1573402,0.0247559,0.474,0.7081,0.3616,-0.1437,0.17645,14046,-0.0479,0.5501,0.2532907,0.1211392,0.0146747,0.3573,0.5501,0.2677,-0.0479,0.1317,14047,-0.0421,0.5352,0.2241252,0.1066727,0.0113791,0.3116,0.5352,0.2354,-0.0421,0.1146
853,GANGANAGAR,14047,-0.0394,0.8285,0.4342649,0.1964949,0.0386102,0.6039,0.8285,0.4717,-0.0394,0.247,2009,Rabi       ,213503,809140,3.789829651,14047,-0.0414,0.7925,0.3942841,0.181353,0.0328889,0.5546,0.7925,0.4289,-0.0414,0.2055,14047,-0.0169,0.6819,0.3082819,0.144223,0.0208003,0.4298,0.6819,0.3332,-0.0169,0.1704,14047,-0.0225,0.624,0.2724937,0.1328494,0.017649,0.3856,0.624,0.2899,-0.0225,0.13525
855,GANGANAGAR,14047,0.0719,0.8049,0.3578412,0.1873382,0.0350956,0.52685,0.8049,0.3657,0.0719,0.1697,2010,Rabi       ,202210,575623,2.846659413,14047,0.0736,0.7702,0.3152191,0.1638086,0.0268333,0.4589,0.7702,0.3174,0.0736,0.14735,14047,0.0501,0.6527,0.251839,0.1341531,0.017997,0.37125,0.6527,0.257,0.0501,0.1171,14047,0.0431,0.5855,0.2085705,0.1097023,0.0120346,0.3006,0.5855,0.2074,0.0431,0.0976
857,GANGANAGAR,14047,-0.1492,0.8274,0.4707446,0.203021,0.0412175,0.6468,0.8274,0.5289,-0.1492,0.28085,2011,Rabi       ,236076,1049386,4.445119368,14046,-0.1135,0.7116,0.3778843,0.1650536,0.0272427,0.5186,0.7116,0.4161,-0.1135,0.2024,14047,-0.0529,0.7233,0.3422685,0.1603702,0.0257186,0.4763,0.7233,0.3766,-0.0529,0.18915,14046,-0.0497,0.5474,0.2599128,0.1186498,0.0140778,0.358275,0.5474,0.283,-0.0497,0.1345
859,GANGANAGAR,14047,-0.1196,0.8007,0.4049354,0.1738663,0.0302295,0.5526,0.8007,0.4531,-0.1196,0.2356,2012,Rabi       ,252690,1001106,3.961795085,14047,-0.0961,0.7197,0.337068,0.1382021,0.0190998,0.45565,0.7197,0.3595,-0.0961,0.19385,14047,-0.0373,0.5973,0.2800894,0.1222089,0.014935,0.3819,0.5973,0.3128,-0.0373,0.1619,14047,-0.0489,0.4705,0.217322,0.0884498,0.0078234,0.2911,0.4705,0.2289,-0.0489,0.12775
861,GANGANAGAR,14047,-0.1195,0.8337,0.4694427,0.2079994,0.0432637,0.64755,0.8337,0.5231,-0.1195,0.2878,2013,Rabi       ,243122,937270,3.855142686,14047,-0.0274,0.6508,0.3301313,0.1389323,0.0193022,0.4499,0.6508,0.3553,-0.0274,0.1948,14047,-0.0264,0.7053,0.3287193,0.1539308,0.0236947,0.4577,0.7053,0.3641,-0.0264,0.19035,14047,-0.0096,0.4735,0.2155515,0.0925485,0.0085652,0.2914,0.4735,0.2303,-0.0096,0.1269
863,GANGANAGAR,14047,-0.012,0.8403,0.4714173,0.2168842,0.0470388,0.6633,0.8403,0.5085,-0.012,0.2783,2014,Rabi       ,262808,1095610,4.168860917,14047,-0.0856,0.7319,0.3769701,0.1699384,0.0288791,0.52435,0.7319,0.3997,-0.0856,0.21065,14047,-0.0037,0.7212,0.3349965,0.1636231,0.0267725,0.4752,0.7212,0.3566,-0.0037,0.188,14047,-0.0282,0.5464,0.2436539,0.1117481,0.0124876,0.3377,0.5464,0.2566,-0.0282,0.13625
865,GANGANAGAR,14047,-0.1226,0.8416,0.4465486,0.2139969,0.0457947,0.6382,0.8416,0.4736,-0.1226,0.25005,2015,Rabi       ,256659,937036,3.650898663,14047,-0.0602,0.7559,0.3671269,0.1663419,0.0276696,0.5092,0.7559,0.3785,-0.0602,0.2109,14047,-0.0363,0.6544,0.2990035,0.1470373,0.02162,0.4292,0.6544,0.3167,-0.0363,0.1643,14047,-0.0207,0.5043,0.2288434,0.1028853,0.0105854,0.3136,0.5043,0.2379,-0.0207,0.1328
867,GANGANAGAR,14047,0.0805,0.849,0.4705481,0.2106458,0.0443716,0.65845,0.849,0.5075,0.0805,0.28275,2016,Rabi       ,274584,1037621,3.778883693,14047,-0.1111,0.8124,0.4432204,0.1903796,0.0362444,0.6068,0.8124,0.4775,-0.1111,0.26865,14047,0.0488,0.6373,0.3174393,0.1476314,0.021795,0.44485,0.6373,0.338,0.0488,0.1861,14047,-0.028,0.63,0.294663,0.1335705,0.0178411,0.405,0.63,0.3118,-0.028,0.17215
869,GANGANAGAR,14047,-0.1808,0.8548,0.4594205,0.1998535,0.0399414,0.6277,0.8548,0.4939,-0.1808,0.2955,2017,Rabi       ,248342,984304,3.963501945,14047,-0.0744,0.8182,0.4177553,0.1773824,0.0314645,0.56885,0.8182,0.4478,-0.0744,0.25725,14047,-0.0474,0.6791,0.3101812,0.1421097,0.0201952,0.42685,0.6791,0.3296,-0.0474,0.19005,14047,-0.0274,0.6791,0.2720676,0.120902,0.0146173,0.36915,0.6261,0.288,-0.0274,0.1637
871,GANGANAGAR,14047,-0.0612,0.8361,0.4545446,0.2058456,0.0423724,0.6348,0.8361,0.4889,-0.0612,0.2732,2018,Rabi       ,262110,1059309,4.041467323,14047,-0.0391,0.8044,0.4122781,0.1844478,0.034021,0.57055,0.8044,0.4398,-0.0391,0.2448,14047,-0.0222,0.655,0.3148358,0.1488244,0.0221487,0.44025,0.655,0.3328,-0.0222,0.18405,14047,-0.0169,0.5804,0.2740643,0.1266107,0.0160303,0.3787,0.5804,0.2884,-0.0169,0.16005
873,GANGANAGAR,14047,0.087,0.8586,0.5042013,0.2176692,0.0473799,0.6912,0.8586,0.5599,0.087,0.3199,2019,Rabi       ,261633,1094919,4.184942266,14047,0.0641,0.7983,0.4405777,0.1907002,0.0363666,0.6047,0.7983,0.4835,0.0641,0.2637,14047,0.046,0.7659,0.3678149,0.1751166,0.0306658,0.5073,0.7659,0.3951,0.046,0.217,14047,0.0411,0.6723,0.3069038,0.1409739,0.0198736,0.4222,0.6723,0.3286,0.0411,0.17745
875,HANUMANGARH,10918,-0.1851,0.8773,0.2664455,0.1948785,0.0379776,0.42265,0.8773,0.1484,-0.1851,0.1103,2001,Rabi       ,202958,519657,2.560416441,10917,-0.1289,0.8623,0.232031,0.156584,0.0245185,0.3508,0.7083,0.1367,-0.1289,0.112,10918,-0.0368,0.6621,0.1801139,0.1315597,0.017308,0.28475,0.5979,0.10045,-0.0368,0.0754,10917,-0.0663,0.7169,0.1479697,0.0988506,0.0097714,0.219,0.437,0.0888,-0.0663,0.0732
877,HANUMANGARH,10919,-0.15,0.8714,0.3061482,0.2057057,0.0423149,0.48975,0.8714,0.1894,-0.15,0.1314,2002,Rabi       ,203752,639796,3.140072245,10919,-0.1583,0.8065,0.2638808,0.1588899,0.025246,0.398,0.7925,0.1724,-0.1583,0.134,10919,-0.0589,0.7433,0.2130543,0.1491196,0.0222367,0.33485,0.7028,0.1282,-0.0589,0.0892,10919,-0.0719,0.6491,0.1674293,0.0979398,0.0095922,0.24495,0.4784,0.1122,-0.0719,0.0893
879,HANUMANGARH,10882,-0.1444,0.8493,0.3137211,0.2114599,0.0447153,0.507975,0.8493,0.2158,-0.1444,0.1275,2003,Rabi       ,167298,523366,3.128345826,10919,-0.1725,0.7451,0.2324831,0.154694,0.0239302,0.3699,0.7451,0.1409,-0.1725,0.1001,10882,-0.0446,0.6921,0.2278468,0.1579601,0.0249514,0.3664,0.6921,0.15695,-0.0446,0.091,10919,-0.071,0.6332,0.1445246,0.0981892,0.0096411,0.2283,0.4771,0.0874,-0.071,0.0618
881,HANUMANGARH,10919,-0.1997,0.8835,0.3453303,0.2167355,0.0469743,0.5492,0.8835,0.247,-0.1997,0.1497,2004,Rabi       ,178519,453304,2.539247923,10919,-0.1726,0.7604,0.2904141,0.1649278,0.0272012,0.4466,0.7604,0.2019,-0.1726,0.1459,10919,-0.0751,0.7244,0.2364261,0.1530179,0.0234145,0.37825,0.7244,0.1666,-0.0751,0.0994,10919,-0.0658,0.5574,0.1865967,0.1093443,0.0119562,0.2864,0.5574,0.1275,-0.0658,0.0913
883,HANUMANGARH,10919,-0.022,0.8636,0.3362783,0.218459,0.0477243,0.54745,0.8636,0.2363,-0.022,0.1349,2005,Rabi       ,157654,526746,3.341152143,10919,0.0154,0.8242,0.2753742,0.1773824,0.0314645,0.4478,0.8242,0.1765,0.0154,0.1174,10919,-0.0106,0.7559,0.2332503,0.1609704,0.0259115,0.38085,0.7559,0.1584,-0.0106,0.0873,10919,0.0074,0.6297,0.1790951,0.1205189,0.0145248,0.2952,0.6209,0.1113,0.0074,0.073
885,HANUMANGARH,10919,-0.0056,0.8557,0.326961,0.2029943,0.0412067,0.5242,0.8557,0.2254,-0.0056,0.1519,2006,Rabi       ,175779,513169,2.919398791,10919,-0.0276,0.7947,0.2642867,0.1448339,0.0209769,0.40235,0.7802,0.1881,-0.0276,0.1441,10919,-0.0024,0.6663,0.2320456,0.1479824,0.0218988,0.3749,0.6663,0.155,-0.0024,0.1045,10919,-0.0128,0.4949,0.1732575,0.0921983,0.0085005,0.2595,0.4949,0.1243,-0.0128,0.0968
887,HANUMANGARH,10919,-0.0618,0.8574,0.3611307,0.2271524,0.0515982,0.5921,0.8574,0.2726,-0.0618,0.15195,2007,Rabi       ,186411,633208,3.396838169,10919,-0.0632,0.8285,0.2895349,0.1700476,0.0289162,0.4562,0.8285,0.2004,-0.0632,0.1403,10919,-0.0192,0.7712,0.2616751,0.1792308,0.0321237,0.4302,0.7712,0.1847,-0.0192,0.1003,10919,-0.0226,0.6536,0.1992825,0.1210859,0.0146618,0.3122,0.6245,0.1348,-0.0226,0.0948
889,HANUMANGARH,10917,-0.1498,0.8411,0.3241933,0.1910789,0.0365111,0.5045,0.8411,0.2433,-0.1498,0.1599,2008,Rabi       ,216076,604842,2.799209537,10918,-0.1437,0.8517,0.2908585,0.1463953,0.0214316,0.423275,0.8065,0.23145,-0.1437,0.1663,10917,-0.0479,0.7118,0.2212963,0.1312399,0.0172239,0.3469,0.7024,0.1664,-0.0479,0.1073,10918,-0.0421,0.6275,0.1877105,0.0935634,0.0087541,0.267975,0.5001,0.15105,-0.0421,0.1086
891,HANUMANGARH,10919,-0.1064,0.8675,0.3831618,0.2262538,0.0511908,0.60535,0.8675,0.3057,-0.1064,0.17695,2009,Rabi       ,207479,680021,3.277541342,10919,-0.0414,0.7922,0.3262779,0.1750122,0.0306293,0.4876,0.7922,0.2544,-0.0414,0.1707,10919,-0.0399,0.7901,0.2755764,0.1758625,0.0309276,0.4386,0.7901,0.2101,-0.0399,0.11845,10919,-0.0225,0.5888,0.2150933,0.1162224,0.0135077,0.3198,0.5888,0.1688,-0.0225,0.112
893,HANUMANGARH,10919,0.0859,0.8578,0.3245318,0.2199066,0.0483589,0.5368,0.8578,0.2175,0.0859,0.12505,2010,Rabi       ,217397,657210,3.023086795,10919,0.0861,0.8099,0.3008946,0.2000417,0.0400167,0.4926,0.8099,0.1883,0.0861,0.1259,10919,0.0608,0.7797,0.2254241,0.158855,0.0252349,0.3723,0.7797,0.1452,0.0608,0.08375,10919,0.0598,0.6523,0.2049049,0.1407347,0.0198063,0.33605,0.6523,0.1234,0.0598,0.0839
895,HANUMANGARH,10919,-0.1021,0.849,0.4041437,0.2184954,0.0477402,0.6244,0.849,0.3526,-0.1021,0.2027,2011,Rabi       ,227096,867972,3.822048825,10919,-0.1135,0.7481,0.3050924,0.1500092,0.0225028,0.44405,0.7481,0.2483,-0.1135,0.1728,10919,-0.0484,0.7683,0.3023285,0.1825449,0.0333226,0.47815,0.7683,0.2483,-0.0484,0.13515,10919,-0.0497,0.5347,0.2005455,0.1004217,0.0100845,0.29065,0.5347,0.1645,-0.0497,0.1116
897,HANUMANGARH,10919,-0.1196,0.8683,0.3458884,0.1935249,0.0374519,0.5354,0.8683,0.2625,-0.1196,0.1767,2012,Rabi       ,247880,896383,3.616197354,10919,-0.0996,0.7781,0.2722317,0.12063,0.0145516,0.3636,0.6452,0.222,-0.0996,0.1752,10919,-0.0325,0.7814,0.2345954,0.1367901,0.0187115,0.36355,0.7287,0.1741,-0.0325,0.1154,10919,-0.0489,0.5385,0.1651194,0.0711182,0.0050578,0.21565,0.378,0.1361,-0.0489,0.1074
899,HANUMANGARH,10919,-0.1067,0.8846,0.3680008,0.2409517,0.0580577,0.61665,0.8846,0.2692,-0.1067,0.1433,2013,Rabi       ,234125,884340,3.777213027,10919,-0.0239,0.7683,0.263419,0.1381624,0.0190888,0.3877,0.7529,0.198,-0.0239,0.14355,10919,-0.0236,0.7684,0.2640631,0.1844911,0.0340369,0.4472,0.7684,0.1814,-0.0236,0.09435,10919,-0.006,0.5584,0.164273,0.0866833,0.007514,0.23985,0.4647,0.1236,-0.006,0.0894
901,HANUMANGARH,10919,-0.0405,0.8834,0.4127669,0.2548406,0.0649437,0.67935,0.8834,0.3413,-0.0405,0.1618,2014,Rabi       ,247706,885386,3.574342164,10919,-0.0418,0.8219,0.3170679,0.1824757,0.0332974,0.49465,0.8219,0.2366,-0.0418,0.1486,10919,-0.0084,0.7939,0.302294,0.2131,0.0454116,0.51505,0.7939,0.2243,-0.0084,0.09875,10919,-0.0121,0.6729,0.1989587,0.1188876,0.0141343,0.3096,0.6152,0.1454,-0.0121,0.0904
903,HANUMANGARH,10919,-0.1675,0.8623,0.3773322,0.2473599,0.0611869,0.63385,0.8623,0.2896,-0.1675,0.1354,2015,Rabi       ,255214,887259,3.476529501,10919,-0.0452,0.7324,0.3039109,0.1736485,0.0301538,0.47565,0.7324,0.2355,-0.0452,0.1391,10919,-0.0468,0.7775,0.2545568,0.1751726,0.0306854,0.4334,0.7775,0.1887,-0.0468,0.0851,10919,-0.0191,0.4852,0.1811024,0.103861,0.0107871,0.28085,0.4852,0.1415,-0.0191,0.0831
905,HANUMANGARH,10919,0.0966,0.8913,0.3875315,0.2456088,0.0603237,0.64285,0.8913,0.3028,0.0966,0.14895,2016,Rabi       ,243714,973765,3.995523441,10919,0.1018,0.8236,0.3561118,0.2055635,0.0422563,0.55825,0.8236,0.2822,0.1018,0.159,10919,0.0413,0.6431,0.2579542,0.1700525,0.0289179,0.4305,0.6431,0.194,0.0413,0.0946,10919,0.0314,0.6193,0.2297542,0.1407709,0.0198165,0.3603,0.6193,0.1762,0.0314,0.0984
907,HANUMANGARH,10919,-0.1421,0.8861,0.4041283,0.2501304,0.0625652,0.65625,0.8861,0.3385,-0.1421,0.1573,2017,Rabi       ,240237,969073,4.033820769,10918,-0.0744,0.8614,0.3622268,0.2122084,0.0450324,0.5769,0.8614,0.28195,-0.0744,0.1615,10919,-0.0403,0.7861,0.2832369,0.1876534,0.0352138,0.46275,0.7861,0.2252,-0.0403,0.1024,10918,-0.0274,0.7443,0.2288242,0.1441989,0.0207933,0.366075,0.7443,0.16755,-0.0274,0.096
909,HANUMANGARH,10919,-0.0612,0.8591,0.3885887,0.2464413,0.0607333,0.64435,0.8591,0.3032,-0.0612,0.1486,2018,Rabi       ,244534,1079259,4.413533496,10919,-0.0919,0.8122,0.3566861,0.2162758,0.0467752,0.58065,0.8122,0.2656,-0.0919,0.1542,10919,-0.0222,0.6827,0.2716065,0.1830513,0.0335078,0.4537,0.6827,0.2031,-0.0222,0.0966,10919,-0.0384,0.5795,0.2341289,0.1493745,0.0223127,0.38275,0.5795,0.167,-0.0384,0.0968
911,HANUMANGARH,10919,-0.0059,0.8871,0.4192586,0.2589655,0.0670631,0.6865,0.8871,0.3595,-0.0059,0.1596,2019,Rabi       ,245123,1195063,4.875360533,10919,0.0704,0.8439,0.3700246,0.2172236,0.0471861,0.59235,0.8439,0.2962,0.0704,0.1599,10919,-0.0028,0.7948,0.2978291,0.2020415,0.0408208,0.485,0.7948,0.2381,-0.0028,0.103,10919,0.0354,0.6879,0.2520289,0.1583945,0.0250888,0.40015,0.6879,0.1937,0.0354,0.1024
913,JAIPUR,13601,0.0422,0.749,0.3382133,0.1309926,0.0171591,0.4367,0.7357,0.3015,0.0422,0.229,2001,Rabi       ,170245,354096,2.079920115,13601,0.0506,0.732,0.3356601,0.1177875,0.0138739,0.4245,0.6974,0.3092,0.0506,0.2394,13601,0.0352,0.5417,0.2246928,0.0938552,0.0088088,0.2937,0.5156,0.1974,0.0352,0.1455,13601,0.0353,0.5205,0.2129405,0.0800605,0.0064097,0.2732,0.4616,0.1931,0.0353,0.1466
915,JAIPUR,13601,-0.1635,0.7869,0.3501369,0.1431527,0.0204927,0.4634,0.7869,0.3037,-0.1112,0.232,2002,Rabi       ,161348,496017,3.074206064,13601,-0.089,0.699,0.3395887,0.1225899,0.0150283,0.4318,0.699,0.3025,-0.0419,0.2414,13601,-0.0581,0.5951,0.2347857,0.1049722,0.0110192,0.3128,0.5585,0.1985,-0.0581,0.1477,13601,-0.0399,0.5418,0.2191798,0.083799,0.0070223,0.2785,0.4663,0.192,-0.0294,0.152
917,JAIPUR,13599,-0.1754,0.8004,0.3494522,0.1683092,0.028328,0.484,0.8004,0.2886,-0.1754,0.20965,2003,Rabi       ,145798,425900,2.921164899,13601,-0.0812,0.7038,0.3042621,0.1227896,0.0150773,0.3939,0.6737,0.2635,-0.0634,0.2067,13599,-0.0536,0.6391,0.2271255,0.1254125,0.0157283,0.3192,0.6106,0.1727,-0.0536,0.1249,13601,-0.0599,0.4986,0.1930574,0.0825238,0.0068102,0.2525,0.4397,0.16,-0.0599,0.1268
919,JAIPUR,13596,-0.1972,0.7656,0.3652733,0.146286,0.0213996,0.477525,0.7656,0.3181,-0.0824,0.2455,2004,Rabi       ,157519,469499,2.980586469,13588,-0.1854,0.7455,0.369167,0.1326578,0.0175981,0.468125,0.7455,0.3363,-0.0303,0.2606,13596,-0.0684,0.5715,0.2393976,0.1036001,0.010733,0.316825,0.5527,0.20265,-0.0684,0.155,13588,-0.061,0.5806,0.2365936,0.0930409,0.0086566,0.3005,0.5068,0.20765,-0.0406,0.1627
